unit,16,version,1,,,,
id,filename,lot,index,left,top,width,height
OutdoorsSpring.png#Spring,OutdoorsSpring.png,41x56,"0,0",0,0,656,896
OutdoorsSpring.png#Spring_X0Y0,OutdoorsSpring.png,1x1,"0,0",0,0,16,16
OutdoorsSpring.png#Spring_X1Y0,OutdoorsSpring.png,1x1,"1,0",16,0,16,16
OutdoorsSpring.png#Spring_X2Y0,OutdoorsSpring.png,1x1,"2,0",32,0,16,16
OutdoorsSpring.png#Spring_X3Y0,OutdoorsSpring.png,1x1,"3,0",48,0,16,16
OutdoorsSpring.png#Spring_X4Y0,OutdoorsSpring.png,1x1,"4,0",64,0,16,16
OutdoorsSpring.png#Spring_X5Y0,OutdoorsSpring.png,1x1,"5,0",80,0,16,16
OutdoorsSpring.png#Spring_X6Y0,OutdoorsSpring.png,1x1,"6,0",96,0,16,16
OutdoorsSpring.png#Spring_X7Y0,OutdoorsSpring.png,1x1,"7,0",112,0,16,16
OutdoorsSpring.png#Spring_X8Y0,OutdoorsSpring.png,1x1,"8,0",128,0,16,16
OutdoorsSpring.png#Spring_X9Y0,OutdoorsSpring.png,1x1,"9,0",144,0,16,16
OutdoorsSpring.png#Spring_X10Y0,OutdoorsSpring.png,1x1,"10,0",160,0,16,16
OutdoorsSpring.png#Spring_X11Y0,OutdoorsSpring.png,1x1,"11,0",176,0,16,16
OutdoorsSpring.png#Spring_X12Y0,OutdoorsSpring.png,1x1,"12,0",192,0,16,16
OutdoorsSpring.png#Spring_X13Y0,OutdoorsSpring.png,1x1,"13,0",208,0,16,16
OutdoorsSpring.png#Spring_X14Y0,OutdoorsSpring.png,1x1,"14,0",224,0,16,16
OutdoorsSpring.png#Spring_X15Y0,OutdoorsSpring.png,1x1,"15,0",240,0,16,16
OutdoorsSpring.png#Spring_X16Y0,OutdoorsSpring.png,1x1,"16,0",256,0,16,16
OutdoorsSpring.png#Spring_X17Y0,OutdoorsSpring.png,1x1,"17,0",272,0,16,16
OutdoorsSpring.png#Spring_X18Y0,OutdoorsSpring.png,1x1,"18,0",288,0,16,16
OutdoorsSpring.png#Spring_X19Y0,OutdoorsSpring.png,1x1,"19,0",304,0,16,16
OutdoorsSpring.png#Spring_X20Y0,OutdoorsSpring.png,1x1,"20,0",320,0,16,16
OutdoorsSpring.png#Spring_X21Y0,OutdoorsSpring.png,1x1,"21,0",336,0,16,16
OutdoorsSpring.png#Spring_X22Y0,OutdoorsSpring.png,1x1,"22,0",352,0,16,16
OutdoorsSpring.png#Spring_X23Y0,OutdoorsSpring.png,1x1,"23,0",368,0,16,16
OutdoorsSpring.png#Spring_X24Y0,OutdoorsSpring.png,1x1,"24,0",384,0,16,16
OutdoorsSpring.png#Spring_X25Y0,OutdoorsSpring.png,1x1,"25,0",400,0,16,16
OutdoorsSpring.png#Spring_X26Y0,OutdoorsSpring.png,1x1,"26,0",416,0,16,16
OutdoorsSpring.png#Spring_X27Y0,OutdoorsSpring.png,1x1,"27,0",432,0,16,16
OutdoorsSpring.png#Spring_X28Y0,OutdoorsSpring.png,1x1,"28,0",448,0,16,16
OutdoorsSpring.png#Spring_X29Y0,OutdoorsSpring.png,1x1,"29,0",464,0,16,16
OutdoorsSpring.png#Spring_X30Y0,OutdoorsSpring.png,1x1,"30,0",480,0,16,16
OutdoorsSpring.png#Spring_X31Y0,OutdoorsSpring.png,1x1,"31,0",496,0,16,16
OutdoorsSpring.png#Spring_X32Y0,OutdoorsSpring.png,1x1,"32,0",512,0,16,16
OutdoorsSpring.png#Spring_X33Y0,OutdoorsSpring.png,1x1,"33,0",528,0,16,16
OutdoorsSpring.png#Spring_X34Y0,OutdoorsSpring.png,1x1,"34,0",544,0,16,16
OutdoorsSpring.png#Spring_X35Y0,OutdoorsSpring.png,1x1,"35,0",560,0,16,16
OutdoorsSpring.png#Spring_X36Y0,OutdoorsSpring.png,1x1,"36,0",576,0,16,16
OutdoorsSpring.png#Spring_X37Y0,OutdoorsSpring.png,1x1,"37,0",592,0,16,16
OutdoorsSpring.png#Spring_X38Y0,OutdoorsSpring.png,1x1,"38,0",608,0,16,16
OutdoorsSpring.png#Spring_X39Y0,OutdoorsSpring.png,1x1,"39,0",624,0,16,16
OutdoorsSpring.png#Spring_X40Y0,OutdoorsSpring.png,1x1,"40,0",640,0,16,16
OutdoorsSpring.png#Spring_X0Y1,OutdoorsSpring.png,1x1,"0,1",0,16,16,16
OutdoorsSpring.png#Spring_X1Y1,OutdoorsSpring.png,1x1,"1,1",16,16,16,16
OutdoorsSpring.png#Spring_X2Y1,OutdoorsSpring.png,1x1,"2,1",32,16,16,16
OutdoorsSpring.png#Spring_X3Y1,OutdoorsSpring.png,1x1,"3,1",48,16,16,16
OutdoorsSpring.png#Spring_X4Y1,OutdoorsSpring.png,1x1,"4,1",64,16,16,16
OutdoorsSpring.png#Spring_X5Y1,OutdoorsSpring.png,1x1,"5,1",80,16,16,16
OutdoorsSpring.png#Spring_X6Y1,OutdoorsSpring.png,1x1,"6,1",96,16,16,16
OutdoorsSpring.png#Spring_X7Y1,OutdoorsSpring.png,1x1,"7,1",112,16,16,16
OutdoorsSpring.png#Spring_X8Y1,OutdoorsSpring.png,1x1,"8,1",128,16,16,16
OutdoorsSpring.png#Spring_X9Y1,OutdoorsSpring.png,1x1,"9,1",144,16,16,16
OutdoorsSpring.png#Spring_X10Y1,OutdoorsSpring.png,1x1,"10,1",160,16,16,16
OutdoorsSpring.png#Spring_X11Y1,OutdoorsSpring.png,1x1,"11,1",176,16,16,16
OutdoorsSpring.png#Spring_X12Y1,OutdoorsSpring.png,1x1,"12,1",192,16,16,16
OutdoorsSpring.png#Spring_X13Y1,OutdoorsSpring.png,1x1,"13,1",208,16,16,16
OutdoorsSpring.png#Spring_X14Y1,OutdoorsSpring.png,1x1,"14,1",224,16,16,16
OutdoorsSpring.png#Spring_X15Y1,OutdoorsSpring.png,1x1,"15,1",240,16,16,16
OutdoorsSpring.png#Spring_X16Y1,OutdoorsSpring.png,1x1,"16,1",256,16,16,16
OutdoorsSpring.png#Spring_X17Y1,OutdoorsSpring.png,1x1,"17,1",272,16,16,16
OutdoorsSpring.png#Spring_X18Y1,OutdoorsSpring.png,1x1,"18,1",288,16,16,16
OutdoorsSpring.png#Spring_X19Y1,OutdoorsSpring.png,1x1,"19,1",304,16,16,16
OutdoorsSpring.png#Spring_X20Y1,OutdoorsSpring.png,1x1,"20,1",320,16,16,16
OutdoorsSpring.png#Spring_X21Y1,OutdoorsSpring.png,1x1,"21,1",336,16,16,16
OutdoorsSpring.png#Spring_X22Y1,OutdoorsSpring.png,1x1,"22,1",352,16,16,16
OutdoorsSpring.png#Spring_X23Y1,OutdoorsSpring.png,1x1,"23,1",368,16,16,16
OutdoorsSpring.png#Spring_X24Y1,OutdoorsSpring.png,1x1,"24,1",384,16,16,16
OutdoorsSpring.png#Spring_X25Y1,OutdoorsSpring.png,1x1,"25,1",400,16,16,16
OutdoorsSpring.png#Spring_X26Y1,OutdoorsSpring.png,1x1,"26,1",416,16,16,16
OutdoorsSpring.png#Spring_X27Y1,OutdoorsSpring.png,1x1,"27,1",432,16,16,16
OutdoorsSpring.png#Spring_X28Y1,OutdoorsSpring.png,1x1,"28,1",448,16,16,16
OutdoorsSpring.png#Spring_X29Y1,OutdoorsSpring.png,1x1,"29,1",464,16,16,16
OutdoorsSpring.png#Spring_X30Y1,OutdoorsSpring.png,1x1,"30,1",480,16,16,16
OutdoorsSpring.png#Spring_X31Y1,OutdoorsSpring.png,1x1,"31,1",496,16,16,16
OutdoorsSpring.png#Spring_X32Y1,OutdoorsSpring.png,1x1,"32,1",512,16,16,16
OutdoorsSpring.png#Spring_X33Y1,OutdoorsSpring.png,1x1,"33,1",528,16,16,16
